WKT,gid,access,addr:housename,addr:housenumber,amenity,brand,building,ele,highway,layer,name,operator,shop,tourism,tid,territory_name
"POINT (126.826650982346 37.5527286955226)","4644156606",,,68-27,cafe,,,,,,이디야커피,,,,,
"POINT (126.829549882345 37.560406395522)","7704548275",,,,cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (126.835155082344 37.5585928955222)","7741016055",,,,cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (126.834358482344 37.560183895522)","5821894902",,,"66",cafe,,,,,,Ediya Coffee,,,,,
"POINT (126.833810582345 37.560712395522)","7222375120",,,,cafe,스타벅스,,,,,스타벅스,,,,,
"POINT (126.835409682344 37.559648295522)","5837660796",,,,cafe,,,,,,Cafe Bounte,,,,,
"POINT (126.836821182344 37.5608998955219)","5889424874",,,"86",cafe,,,,,,Supermoon Coffee,,,,,
"POINT (126.842461982343 37.5557319955224)","4642127687",,,,cafe,,,,,,Bread Factory,,,,,
"POINT (126.845680882343 37.5588560955221)","4631412400",,,,cafe,,,,,,SELECTO COFFEE,,,,,
"POINT (126.838942082344 37.5578874955222)","4648868302",,,,cafe,,,,,,카페드아야,,,,,
"POINT (126.839056982344 37.5582346955222)","4648868300",,,,cafe,,,,,,할리스커피,,,,,
"POINT (126.837801382344 37.559954995522)","5889583173",,,"93",cafe,,,,,,Twosome Place,,,,,
"POINT (126.839107782344 37.560214695522)","5818393454",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (126.834478582344 37.5704360955212)","5980585977",,,,cafe,,,,,,Café 오키드,,,,,
"POINT (126.843874782343 37.5575091955222)","4648868293",,,,cafe,,,,,,커피볶는제임스,,,,,
"POINT (126.840610182344 37.5667789955215)","7736932227",,,,cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (126.878785082338 37.5365303955239)","3855639731",,,,cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (126.861139582341 37.5563546955223)","4698363672",,,136-2,cafe,,,,,,고양이똥2,,,,,
"POINT (126.86467228234 37.5520349955226)","2400219114",,,,cafe,,,,,,고양이똥,,,,,
"POINT (126.87000578234 37.5523165955226)","4704923118",,,,cafe,,,,,,TOM N TOMS COFFEE,,,,,
"POINT (126.878978182338 37.535259795524)","4629747938",,,,cafe,,,,,,폴바셋 목동5단지점,,,,,
"POINT (126.882249282338 37.5364212955239)","4629747800",,,,cafe,스타벅스,,,,,Starbucks 목동5단지,,,,,
"POINT (126.881729882338 37.5375580955238)","4646240468",,,,cafe,,,,,,브알라 목동점,,,,,
"POINT (126.891779382337 37.5364716955239)","5010577621",,,,cafe,,,,,,,,,,,
"POINT (126.870604882339 37.5469300955231)","4643600154",,,,cafe,,,,,,el'choko,,,,,
"POINT (126.875189882339 37.5467159955231)","4697425673",,,,cafe,,,,,,카페더브릿지,,,,,
"POINT (126.876836082339 37.5499325955228)","4694736143",,,,cafe,,,,,,곰작가네꿀커피,,,,,
"POINT (126.874644782339 37.547240795523)","4697425653",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (126.872465282339 37.5503679955228)","4704923115",,,,cafe,,,,,,이디야커피,,,,,
"POINT (126.875694682339 37.5467640955231)","4681526597",,,,cafe,,,,,,Tom N Toms Coffee,,,,,
"POINT (126.876460382339 37.5467903955231)","4697425670",,,,cafe,,,,,,D'Brunch & Coffee,,,,,
"POINT (126.901883982335 37.534430895524)","4637856161",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (126.899929282335 37.535105095524)","4631840484",,,,cafe,스타벅스,,,,,스타벅스 당산점,(주)스타벅스커피 코리아,,,,
"POINT (126.900903582335 37.5360707955239)","4631840483",,,,cafe,,,,,,토프레소 양평동사거리점,,,,,
"POINT (126.900805482335 37.5398813955236)","3456979495",,,,cafe,,,,,"1",Coffine Gurunaru,,,,,
"POINT (126.901140782335 37.5399875955236)","3456979496",,,,cafe,,,,,"1",Coffine Gurunaru,,,,,
"POINT (126.911343682334 37.5499138955228)","3349514395",,,,cafe,,,,,,Cafe Druwa,,,,,
"POINT (126.908004782334 37.5492014955229)","3045240139",,,,cafe,,,,,,Sontag,,,,,
"POINT (126.907755282334 37.5492298955229)","3112091729",,,,cafe,,,,,,Cafe 12pm,,,,,
"POINT (126.906625082334 37.5508773955227)","3204039861",,,,cafe,,,,,,마을,,,,,
"POINT (126.909722682334 37.5487576955229)","3222763462",,,,cafe,,,,,,라이브 7089 (Live 7080),,,,,
"POINT (126.909059782334 37.5494043955229)","3074407207",,,,cafe,,,,,,카페달작 (Cafe Daljak),,,,,
"POINT (126.909303182334 37.5493935955229)","5309489132",,,,cafe,,,,,,,,,,,
"POINT (126.911171682334 37.5488864955229)","3443821113",,,,cafe,,,,,,Yakun coffee,,,,,
"POINT (126.910507782334 37.5495559955229)","3349538593",,,,cafe,,,,,,Ediya,,,,,
"POINT (126.910989382334 37.5497051955228)","3443815075",,,,cafe,,,,,,cafe woong,,,,,
"POINT (126.911166382334 37.5496669955228)","3443814721",,,,cafe,,,,,,cyclo,,,,,
"POINT (126.909760082334 37.5501024955228)","3398948993",,,,cafe,,,,,,가배두림 (Coffee Dream),,,,,
"POINT (126.910310782334 37.5501985955228)","3443820168",,,,cafe,,,,,,Ace,,,,,
"POINT (126.910078782334 37.5511282955227)","3136142929",,,,cafe,,,,,,Rubens,,,,,
"POINT (126.911094282334 37.5510516955227)","3343370893",,,,cafe,,,,,,,,,,,
"POINT (126.911372982334 37.5491565955229)","3443816500",,,,cafe,,,,,,fascino,,,,,
"POINT (126.911512482334 37.5495563955228)","3443817286",,,,cafe,,,,,,scene,,,,,
"POINT (126.913269482334 37.5486293955229)","5181158727",,,,cafe,,,,,,할리스커피,,,,,
"POINT (126.912618882334 37.5499617955228)","4783827663",,,,cafe,스타벅스,,,,,Starbucks,Starbucks,,,,
"POINT (126.913311082334 37.5505047955228)","6676036220",,,,cafe,,,,,,A Twosome Place,,,,,
"POINT (126.914027282333 37.5504835955228)","6676036216",,,,cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (126.913671582333 37.5507927955228)","7285120255",,,,cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (126.895879982336 37.5548349955224)","3508106720",,,,cafe,,,,,,Angel-in-us,,,,,
"POINT (126.906095682335 37.5523362955226)","3289217161",,,,cafe,,,,,,리얼커피 (Real Coffee),,,,,
"POINT (126.901849582335 37.5564639955223)","6574888685",,,,cafe,,,,,,,,,,,
"POINT (126.901649982335 37.5612817955219)","6659779185",,,,cafe,,,,,,오늘의 위로,,,,,
"POINT (126.905437882335 37.5518367955226)","3053018533",,,,cafe,,,,,,사이,,,,,
"POINT (126.905044982335 37.5523008955226)","3068085633",,,,cafe,,,,,,PP Coffee,,,,,
"POINT (126.905754082335 37.5522359955226)","3042772933",,,,cafe,,,,,,Sontag,,,,,
"POINT (126.905298682335 37.5532655955225)","4790983705",,,,cafe,,,,,,Uahagae,,,,,
"POINT (126.911641982334 37.5545288955225)","4783896464",,,,cafe,,,,,,Two Some,,,,,
"POINT (126.911705182334 37.5544452955224)","3048661833",,,,cafe,,,,,,Paris Baguette,,bakery,,,
"POINT (126.912013682334 37.5544955955224)","3108894529",,,,cafe,,,,,,Eco Bridge Coffee,,,,,
"POINT (126.905060482335 37.5575535955222)","5397912101",,,"73",cafe,,,,,,카페홈즈,,,,,
"POINT (126.908416282334 37.5570463955222)","6583454985",,,,cafe,,,,,,,,,,,
"POINT (126.906845582334 37.5521876955226)","4498718726",,,25-1,cafe,,,,,,카페 알롱제,,,,,
"POINT (126.903726882335 37.5553084955224)","6343312787",,,"21",cafe,,,,,,,,,,,
"POINT (126.905411382335 37.5546763955225)","4177579375",,,,cafe,,,,,,카페 썬샤인,,,,,
"POINT (126.905758582335 37.5549557955224)","6468089685",,,,cafe,,,,,,자판기,,,,,
"POINT (126.911080382334 37.5517984955227)","5575132315",,,,cafe,,,,,,Four Basic,,,,,
"POINT (126.910600082334 37.5528139955226)","3210334765",,,,cafe,,,,,,Sakura,,,,,
"POINT (126.913108982334 37.5582905955221)","4905138121",,,,cafe,,,,,,,,,,,
"POINT (126.910566682334 37.5530007955226)","3210341861",,,,cafe,,,,,,타코 브리즈 (Taco Breeze),,,,,
"POINT (126.892433782336 37.5639453955217)","2733071250",,,,cafe,,,,,,,,,,,
"POINT (126.910640582334 37.5526873955226)","3210334667",,,,cafe,,,,,,남경 카페 (NK Cafe),,,,,
"POINT (126.913481782333 37.5522350955226)","5574925584",,,,cafe,,,,,,나무의시간,,,,,
"POINT (126.913637282333 37.5522627955226)","3613938216",,,,cafe,,,,,,Coffee Da,,,,,
"POINT (126.914004782333 37.5523541955226)","3613940471",,,,cafe,,,,,,beliefcoffee roasters,,,,,
"POINT (126.913806482333 37.5532702955225)","3426168793",,,,cafe,,,,,,Donna Espresso,,,,,
"POINT (126.909533882334 37.5556349955224)","6341753585",,,,cafe,,,,,,La bande dessinée,,,,,
"POINT (126.903719982335 37.5700406955212)","7700899277",,,,cafe,,,,,,PLEASE!! COFFEE,,,,,
"POINT (126.901256982335 37.5719060955211)","7701149787",,,,cafe,,,,,,Enter,,,,,
"POINT (126.908514282334 37.5676912955214)","4634383218",,,"179",cafe,,,,,,,,,,,
"POINT (126.912945382334 37.5636183955217)","6461096481",,,,cafe,,,,,,라이드카페,,,,,
"POINT (126.904490682335 37.5698483955212)","7697910476",,,,cafe,,,,,,COFFEE ENN,,,,,
"POINT (126.905824582335 37.5822377955203)","4732312485",,,64-7,cafe,,,,,,사진작가의 카페시벳,,,,,
"POINT (126.913501782333 37.5695431955213)","7492454268",,,,cafe,,,,,,다같이카페,,,,,
"POINT (126.889062582337 37.5759905955208)","4630989813",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (126.890930982337 37.5775859955206)","4630989809",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (126.890030382337 37.5798903955204)","5245066421",,,,cafe,,,,,,,,,,,
"POINT (126.891969882336 37.5791107955205)","6463567786",,,,cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (126.891291982337 37.5799418955204)","5826206753",,,,cafe,,,,,,,,,,,
"POINT (126.890041682337 37.5813163955203)","3546174395",,,,cafe,,,,elevator,,카페마마스,,,,,
"POINT (126.912894982334 37.5812233955203)","7201159811",,,"22",cafe,,,,,,빈스앤와플,,,,,
"POINT (126.908399182334 37.5860271955199)","4632062142",,,20-5,cafe,,,,,,서브웨이,,,,,
"POINT (126.909703482334 37.58474609552)","4632040460",,,7-1,cafe,,,,,,소미미 단팥방,,,,,
"POINT (126.911058382334 37.6092301955181)","4387213021",,,"128",cafe,,,,,,파리바게뜨 구산연서점 (ParisBagette GusanYeonseo),,,,,
"POINT (126.908585582334 37.58598889552)","4632067305",,,20-5,cafe,,,,,,대성빌라a동 301호,,,,,
"POINT (126.908606582334 37.58602029552)","4632066142",,,20-5,cafe,,,,,,대성빌라 a동 202호,,,,,
"POINT (126.911696182334 37.6140176955177)","4677516878",,,"200",cafe,,,,,,파리바게뜨 서오릉점,,,,,
"POINT (126.933767982331 37.2739431955448)","6180576318",,,,cafe,,,,,,Coffee Mama,,,,,
"POINT (126.93857618233 37.2681711955452)","4662940671",,,,cafe,,,,,,카페7,,,,,
"POINT (126.917875982333 37.295881495543)","4634459455",,,,cafe,,,,,,,,,,,
"POINT (126.94141978233 37.2744676955448)","6174461456",,,,cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (126.94193408233 37.2721846955449)","4646489510",,,,cafe,,,,,,투썸플레이스,,,,,
"POINT (126.94180758233 37.2731681955448)","6174530480",,,,cafe,,,,,,Korean Dessert Cafe,,,,,
"POINT (126.952796782328 37.2736740955448)","6185714330",,,,cafe,,,,,,Hollys Coffee,,,,,
"POINT (126.953089882328 37.2737721955448)","6185529688",,,,cafe,,,,,,Ediya Coffee,,,,,
"POINT (126.953191582328 37.2742587955448)","6185490731",,,,cafe,,,,,,Dda Soup,,,,,
"POINT (126.94172868233 37.2903467955434)","6174034576",,,,cafe,,,,,,Flower Cafe,,,,,
"POINT (126.93737648233 37.2933959955432)","6180410654",,,,cafe,,,,,,Voll Moon,,,,,
"POINT (126.94026238233 37.2896375955435)","6174321548",,,,cafe,,,,,,Cafe Illece,,,,,
"POINT (126.94011398233 37.2916145955434)","6174286278",,,,cafe,,,,,,Cafe Tospia,,,,,
"POINT (126.94034538233 37.2904739955435)","6172543263",,,,cafe,,,,,,Ediya Coffee,,,,,
"POINT (126.94032628233 37.2906733955434)","4240780233",,,,cafe,,,,,,Day Day Coffee,,,,,
"POINT (127.001349282321 37.2676277955453)","4883470822",,,,cafe,,,,,,르브레드렙,,,,,
"POINT (126.94065968233 37.2904517955435)","6172521480",,,,cafe,,,,,,Coffee Mama,,,,,
"POINT (126.94029488233 37.2912235955434)","6571322996",,,,cafe,,,,,,Cafe Lani,,,,,
"POINT (126.94029218233 37.2915646955434)","6571327343",,,,cafe,,,,,,Paris Baguette,,,,,
"POINT (126.971959982325 37.2980067955429)","4713544566",,,,cafe,,,,,,할리스커피,,,,,
"POINT (126.971604982325 37.2988519955428)","4409433625",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (126.972469582325 37.3007059955426)","710417755",,,,cafe,,,,,,뉴욕 핫도그&커피 (New York Hotdog & Coffee),,,,,
"POINT (126.972127882325 37.2980888955428)","4713544568",,,,cafe,,,,,,GONG CHA (수원성대역점),,,,,
"POINT (126.975834282325 37.295895695543)","4631066224",,,,cafe,,,,,,비즈니스 카페,,,,,
"POINT (126.984565282324 37.3094922955419)","5330768418",,,,cafe,,,,,,투썸플레이스,,,,,
"POINT (126.983024182324 37.2952538955431)","5304345660",,,,cafe,,,,,,Mad for Coffee,,,,,
"POINT (126.982733582324 37.2974529955429)","5388332551",,,,cafe,스타벅스,,,,,스타벅스,,,,,
"POINT (126.944346182329 37.3175694955413)","6177956182",,,,cafe,,,,,,Coffee Train,,,,,
"POINT (126.944734582329 37.3175360955413)","6177983051",,,,cafe,,,,,,,,,,,
"POINT (126.94018938233 37.3258335955406)","7768425673",,,"4",cafe,,,,,,투썸플레이스 군포첨단산업단지점,,,,,
"POINT (126.951132082328 37.3172119955413)","4636541111",,,,cafe,,,,,,카페 라고,,,,,
"POINT (126.996116782322 37.3111184955418)","5802432155",,,,cafe,,,,,,we trust coffee,,,,,
"POINT (126.94015538233 37.3254438955407)","7768425659",,,"34",cafe,,,,,,나따오비까 군포부곡점,,,,,
"POINT (126.94207448233 37.3253995955407)","7756436150",,,"23",cafe,,,,,,블루블라썸,,,,,
"POINT (126.942285782329 37.3255433955406)","7756118965",,,26-1,cafe,,,,,,공방카페,,,,,
"POINT (126.946143582329 37.3241237955408)","7706736693",,,,cafe,,,,,,coffee page,,,,,
"POINT (126.94188218233 37.3263626955406)","7763324991",,,"13",cafe,,,,,,청소년카페 틴터 4호점,,,,,
"POINT (126.978529082324 37.3188451955412)","5898670486",,,,cafe,,,,,,,,,,,
"POINT (127.002667882321 37.2672397955453)","4693187289",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.004746582321 37.2924362955433)","7304461615",,,,cafe,,,,,,메드포커피,,,,,
"POINT (127.021251182318 37.2744182955447)","1918356542",,,,cafe,,,,,,The Caffe(7F),,,,,
"POINT (127.01229298232 37.284060195544)","4716016190",,,070-7519-4332,cafe,,,,,,도이창커피농장,이창훈,,,,
"POINT (127.014860882319 37.2807693955442)","7085529099",,,,cafe,,,,,,Doux Reve,,,,,
"POINT (127.033371082317 37.2870023955437)","4674048068",,,"325",cafe,,,,,,모이클래식,,,,,
"POINT (127.035496682317 37.2774237955445)","5224275543",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.035847782316 37.2785585955444)","4639648921",,,,cafe,,,,,,,,,,,
"POINT (127.042377882316 37.2779944955444)","3945270457",,,,cafe,,,,,,,,,,,
"POINT (127.043794282315 37.2771088955445)","4165808300",,,"25",cafe,,,,,,커피나무,,,,,
"POINT (127.043969382315 37.2785227955444)","4165808295",,,"42",cafe,,,,,,이디야,,,,,
"POINT (127.043585082315 37.2790467955444)","4165808298",,,"47",cafe,,,,,,굿커피,,,,,
"POINT (127.043963282315 37.2786903955444)","4165808297",,,"46",cafe,,,,,,탐앤탐스,,,,,
"POINT (127.043946782315 37.2792405955444)","4165808294",,,"199",cafe,,,,,,투썸플레이스,,,,,
"POINT (127.043456382315 37.2797403955443)","4165808293",,,"205",cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.01214208232 37.2887438955436)","5909757904",,,12-4,cafe,,,,,,밀실,,,,,
"POINT (127.014143082319 37.2894406955435)","6673554493",,,,cafe,,,,,,A Twosome Place,,,,,
"POINT (127.038533782316 37.2910355955434)","6942747136",,,,cafe,,,,,,금라,봉녕사,,,,
"POINT (127.045154082315 37.2899168955435)","6592744763",,,,cafe,,,,,,퍼스트크랙,,,,,
"POINT (127.045222482315 37.2903980955434)","6592744762",,,,cafe,,,,,,할리스커피,,,,,
"POINT (127.08045788231 37.2748826955447)","4634728026",,,,cafe,,,,,,엔젤리너스,,,,,
"POINT (127.043468082315 37.2998134955427)","4633870886",,,,cafe,,,,,,공차,,,,,
"POINT (127.051728682314 37.309187595542)","6166281792",,,46-113,cafe,,,,,,베이향,,,,,
"POINT (127.046090182315 37.2890590955435)","6592744764",,,,cafe,,,,,,베키롱,,,,,
"POINT (127.047330082315 37.2898651955435)","6670684435",,,,cafe,투썸플레이스,,,,,투썸플레이스,투썸플레이스(주),,,,
"POINT (127.050348682314 37.2904457955435)","4797886251",,,"85",cafe,,,,,,커피빈,,,,,
"POINT (127.050584682314 37.2905149955434)","4797886247",,,"85",cafe,,,,,,아티제,,,,,
"POINT (127.061796282313 37.3168144955414)","5647381522",,,,cafe,,,,,,보스토니안커피,,,,,
"POINT (127.069370082312 37.2988662955428)","4674001115",,,"41",cafe,스타벅스,,,,,스타벅스 광교중앙로점,(주)스타벅스커피 코리아,,,,
"POINT (127.07926108231 37.3130761955416)","5291431524",,,,cafe,,,,,,이디야커피,,,,,
"POINT (127.07922448231 37.3141189955416)","5232282022",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.07918688231 37.3144316955415)","5291455222",,,,cafe,,,,,,설빙,,,,,
"POINT (127.070365082312 37.3405080955394)","7746254704",,,,cafe,,,,,,벨로치노,,,,,
"POINT (127.08564918231 37.3100978955419)","5583972324",,,,cafe,,,,,,마노아,,,,,
"POINT (127.068405882312 37.3284398955404)","5632420521",,,,cafe,,,,,,EDIYA COFFEE,,,,,
"POINT (127.049751082315 37.33344319554)","2651409370",,,,cafe,,,,,,Analog Pot,,,,,
"POINT (127.049778482315 37.33349559554)","5619617722",,,,cafe,,,,,,킹스커피,,,,,
"POINT (127.049082082315 37.33366839554)","5619617723",,,,cafe,,,,,,위드,,,,,
"POINT (126.932324882331 37.358388795538)","6375929988",,,,cafe,Starbucks,,,,,Starbucks,,,,,
"POINT (126.955722582328 37.3672396955373)","4663968574",,,,cafe,,,,,,이디야,,,,,
"POINT (126.931657982331 37.3606132955378)","6375929989",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (126.93535918233 37.3612232955378)","6274193986",,,,cafe,,,,,,Amis Cafe,,,,,
"POINT (126.93957858233 37.3706719955371)","4640774100",,,,cafe,,,,,,구름상상,,,,,
"POINT (126.94141788233 37.371131195537)","4640774101",,,,cafe,,,,,,이디야커피,,,,,
"POINT (126.957041982327 37.3751961955367)","6395301062",,,,cafe,,,,,,감성커피,,coffee,,,
"POINT (126.957377482327 37.3724741955369)","6408202946",,,,cafe,,,,,,데니스 커피,,,,,
"POINT (126.957617982327 37.3740642955368)","6395301072",,,,cafe,,,,,,단숨 카페,,coffee,,,
"POINT (126.919744982333 37.3906468955355)","4693317725",,,,cafe,,,,,,,,,,,
"POINT (126.949237982329 37.3902888955355)","3011394574",,,,cafe,,,,,,Cofeeking,,,,,
"POINT (126.958174282327 37.371002295537)","6395301016",,,,cafe,,,,,,CAFE LICO,,coffee,,,
"POINT (126.961515682327 37.3787094955364)","6549244759",,,,cafe,,,,,,Cello,,,,,
"POINT (126.963186882327 37.3931395955352)","6572466703",,,,cafe,,,,,,HOLLYS COFFEE,,,,,
"POINT (126.979558382324 37.3848226955359)","4641939316",,,"80",cafe,,,,,,까페,,,,,
"POINT (126.960800582327 37.3941670955352)","3011394577",,,,cafe,,,,,,Paris Baguett Cafe,,,,,
"POINT (126.970374382326 37.396690995535)","4631098022",,,관양동883,cafe,,,,,,Coffeenie,,,,,
"POINT (126.94108078233 37.3979972955349)","4646282225",,,,cafe,,,,,,미륭아파트3동 경비실,,,,,
"POINT (126.963146782327 37.4008571955346)","4644299579",,,,cafe,,,,,,평촌더샵센트럴시티아파트,,,,,
"POINT (126.916876682333 37.4140254955336)","4692967806",,,,cafe,,,,,,카리스,,,,,
"POINT (126.951027482328 37.4022528955345)","6579597510",,,,cafe,,,,,,Coffee Tree,,,,,
"POINT (126.949816982328 37.4041197955344)","6579504924",,,,cafe,,,,,,Paris Baguette,,,,,
"POINT (126.971309082325 37.4052582955343)","4646587278",,,,cafe,,,,,,할리스,,,,,
"POINT (126.988207282323 37.4015478955346)","4635088696",,,,cafe,,,,,,라츠 카페,,,,,
"POINT (126.991614982323 37.4285821955324)","1930486543",,중앙빌딩,,cafe,,,,,,koppi,,,,,
"POINT (126.991773282323 37.4264138955326)","1930482735",,,"11",cafe,스타벅스,,,,,스타벅스 이마트과천점,(주)스타벅스커피 코리아,,,,
"POINT (126.991027582323 37.4282221955325)","1930482005",,,,cafe,스타벅스,,,,,스타벅스 과천점,(주)스타벅스커피 코리아,,,,
"POINT (127.072026882311 37.4307172955323)","4631403314",,,"447",cafe,,,,,,카페 M,,,,,
"POINT (127.104558282307 37.2814304955442)","7158894843",,,,cafe,,,,,,나인블럭,,,,,
"POINT (127.107042382307 37.2662806955454)","5079049321",,,,cafe,,,,,,이디야커피,,,,,
"POINT (127.106548882307 37.2676732955453)","5532718842",,,,cafe,,,,,,PORT COFFEE,,,,,
"POINT (127.109791782306 37.2700444955451)","4789417993",,,,cafe,,,,,,,,,,,
"POINT (127.110963382306 37.2809003955442)","7159866706",,,,cafe,스타벅스,,,,,스타벅스,,,,,
"POINT (127.129460082303 37.2768438955446)","4658417399",,,,cafe,,,,,,촬's Coffee Roasters,,,,,
"POINT (127.118872382305 37.2944139955432)","4631496935",,,"82",cafe,카페베네,,,,,카페베네,Caffe Bene,,,,
"POINT (127.119638382305 37.2944257955431)","4633787623",,,,cafe,,,,,,뚜레쥬르,,,,,
"POINT (127.095501882308 37.3274671955405)","5455859121",,,,cafe,,,,,,투섬플레이스,,,,,
"POINT (127.098485682308 37.3237056955408)","3830209261",,,,cafe,,,,,,마실커피,,,,,
"POINT (127.093330882308 37.3325634955401)","5840085752",,,282-5,cafe,,,,,,브라우니70 동천점,,,,,
"POINT (127.110546282306 37.3456881955391)","4646289289",,,,cafe,,,,,,,,,,,
"POINT (127.111172182306 37.345588095539)","4646294198",,,,cafe,,,,,,드림네트,,,,,
"POINT (127.116539782305 37.3378560955397)","4638883862",,,,cafe,,,,,,,,,,,
"POINT (127.115914882305 37.3370221955397)","4638883864",,,,cafe,,,,,,,,,,,
"POINT (127.125054282304 37.3315935955402)","4169632603",,,"140",cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.176981282297 37.3399715955395)","4636529673",,,,cafe,,,,,,NY커피아울렛 용인본점,,,,,
"POINT (127.128506182304 37.3440938955392)","6273321154",,,,cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (127.182679482296 37.345633695539)","4631662765",,,"150",cafe,,,,,,투썸플레이스,,,,,
"POINT (127.212395882292 37.3441174955392)","4634232732",,,,cafe,,,,,,커피에반하다,,,,,
"POINT (127.112082682306 37.3690090955372)","4714450492",,,,cafe,,,,,,EDIYA,,,,,
"POINT (127.114141882306 37.3632022955376)","4631578427",,,,cafe,스타벅스,,,,,스타벅스 정자동,(주)스타벅스커피 코리아,,,,
"POINT (127.119447982305 37.3735973955368)","5091728123",,,,cafe,,,,,,파스쿠치,,,,,
"POINT (127.111700882306 37.383702095536)","5097460325",,,,cafe,,,,,,COFFEE KING,,,,,
"POINT (127.129408782303 37.3650334955375)","4650922632",,,,cafe,,,,,,엘마룬,,,,,
"POINT (127.111240982306 37.383752595536)","4466374289",,,,cafe,,,,,,아자부,,,,,
"POINT (127.111444982306 37.383831195536)","5097462321",,,,cafe,,,,,,LAZY MINT,,,,,
"POINT (127.111019482306 37.3844326955359)","5097460724",,,,cafe,,,,,,LA CHINATA,,,,,
"POINT (127.111025782306 37.3845578955359)","5097461523",,,,cafe,,,,,,vehebox,,,,,
"POINT (127.111078482306 37.3862529955358)","5097458823",,,,cafe,,,,,,레시쉬브라운,,,,,
"POINT (127.111472582306 37.3862424955358)","5097458824",,,,cafe,,,,,,백현명차(녹차 보이차),,,,,
"POINT (127.091133882309 37.3900830955355)","3872671925",,dong-myong,7-7,cafe,,,,,,cafe mungster,,,,,
"POINT (127.108708882306 37.3933860955352)","5085488823",,,,cafe,,,,,,Coffee Bean,,,,,
"POINT (127.109989482306 37.396860295535)","5044260629",,,,cafe,,,,,,이디야,,,,,
"POINT (127.109163382306 37.3942325955352)","5068395721",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.108775282306 37.3950164955351)","5085465526",,,,cafe,,,,,,innisfree cafe (2층),,,,,
"POINT (127.108961782306 37.3949719955351)","5085456734",,,,cafe,,,,,,SLOW MONDAY,,,,,
"POINT (127.109031682306 37.395708995535)","5123982928",,,,cafe,,,,,,artisee,,,,,
"POINT (127.108996682306 37.395847695535)","5068352123",,,,cafe,,,,,,cafe artisee,,,,,
"POINT (127.110012882306 37.396718395535)","5126035423",,,,cafe,,,,,,BUONO BUONO coffee,,,,,
"POINT (127.114599282305 37.3794969955363)","5631165430",,,,cafe,,,,,,STARBUCKS,,,,,
"POINT (127.110038482306 37.396865695535)","5068287428",,,,cafe,,,,,,이디야,,,,,
"POINT (127.116702682305 37.3803553955363)","5631166324",,,,cafe,,,,,,STARBUCKS,,,,,
"POINT (127.112711982306 37.3818212955362)","5131987827",,,,cafe,,,,,,레미제라블,,,,,
"POINT (127.110035582306 37.396877095535)","5126034626",,,,cafe,,,,,,EDIYA COFFEE,,,,,
"POINT (127.112696282306 37.384466295536)","5097460323",,,,cafe,,,,,,파스쿠치,,,,,
"POINT (127.112524382306 37.3849858955359)","5097461522",,,,cafe,,,,,,AUTUM RIFE,,,,,
"POINT (127.113883382306 37.3859053955358)","6659642315",,,,cafe,,,,,,make a cake,,,,,
"POINT (127.110924482306 37.396424295535)","5085622424",,,,cafe,,,,,,ZOO COFFEE,,,,,
"POINT (127.120176582305 37.383923895536)","4603353960",,,"43",cafe,스타벅스,,,,,Starbucks,,,,,
"POINT (127.110836782306 37.396447795535)","5126036921",,,,cafe,,,,,,ZOO COFFEE,,,,,
"POINT (127.121601082305 37.383833795536)","5091320531",,,,cafe,,,,,,Coffee Bean,,,,,
"POINT (127.122311182304 37.383998295536)","5091358621",,,,cafe,,,,,,TWOSOME PLACE (2층),,,,,
"POINT (127.111367382306 37.3972823955349)","5063662523",,,,cafe,스타벅스,,,,,스타벅스,(주)스타벅스커피 코리아,,,,
"POINT (127.111388582306 37.3972829955349)","5128307425",,,,cafe,,,,,,STARBUCKS,,,,,
